id;filename;titulo;capa;categoria;fuente;tipo_descarga;url_usada;estado;size_bytes
102;102_Ley_14_2007_investigacion_biomedica.pdf;Ley 14/2007, de Investigación biomédica;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/2007/BOE-A-2007-12945-consolidado.pdf;OK;378666
103;103_RDL_1_2015_garantias_medicamentos.pdf;Real Decreto Legislativo 1/2015, Ley de garantías y uso racional de los medicamentos;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/2015/BOE-A-2015-8343-consolidado.pdf;OK;687655
104;104_RD_192_2023_productos_sanitarios.pdf;Real Decreto 192/2023, por el que se regulan los productos sanitarios;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/2023/BOE-A-2023-7416-consolidado.pdf;OK;273562
105;105_LOPDGDD_LO_3_2018.pdf;LOPDGDD — Ley Orgánica 3/2018 de Protección de Datos Personales;3;Regulacion_ES;BOE;web;https://www.boe.es/buscar/pdf/2018/BOE-A-2018-16673-consolidado.pdf;OK;542839
106;106_Estrategia_IA_SNS_eIASNS_v13.pdf;Estrategia de Inteligencia Artificial del Sistema Nacional de Salud (eIASNS);3;Estrategia_ES;Ministerio de Sanidad;web;https://www.sanidad.gob.es/areas/saludDigital/estrategiaIASNS/doc/eIASNS_v13.pdf;OK;9596085
107;107_IASNS_Orientaciones_profesionales_uso_IA.pdf;Orientaciones para profesionales sanitarios en el uso de la IA;3;Estrategia_ES;Ministerio de Sanidad;web;https://www.sanidad.gob.es/areas/saludDigital/estrategiaIASNS/doc/IASNS_Orientaciones_para_profesionales_sanitarios_en_el_uso_de_la_IA.pdf;OK;531617
108;108_IASNS_Agente_transcripcion_funcionalidades.pdf;Informe de funcionalidades del agente de transcripción clínica;3;Estrategia_ES;Ministerio de Sanidad;web;https://www.sanidad.gob.es/areas/saludDigital/estrategiaIASNS/doc/IASNS_Informe_de_funcionalidades_del_agente_de_transcripcion.pdf;OK;972719
109;109_IASNS_Guia_proceso_marcado_CE.pdf;Guía del proceso de marcado CE de productos sanitarios con IA en España;3;Estrategia_ES;Ministerio de Sanidad;web;https://www.sanidad.gob.es/areas/saludDigital/estrategiaIASNS/doc/IASNS_Guia_ProcesoMarcadoCE_Espana_PS.pdf;OK;1209244
110;110_IASNS_Omnibus_IA_simplificacion_MDR_IVDR.pdf;Ómnibus de IA y simplificación de MDR/IVDR;3;Estrategia_ES;Ministerio de Sanidad;web;https://www.sanidad.gob.es/areas/saludDigital/estrategiaIASNS/doc/IASNS_OmnibusAI_SimplificacionMDR-IVDR.pdf;OK;1505945
111;111_OMS_Etica_gobernanza_IA_salud_2021.pdf;OMS — Ethics and governance of artificial intelligence for health (2021);3;Orientaciones_OMS;OMS;web;https://iris.who.int/server/api/core/bitstreams/f780d926-4ae3-42ce-a6d6-e898a5562621/content;OK;1969366
112;112_OMS_Etica_IA_salud_modelos_multimodales_2024.pdf;OMS — Guidance on large multi-modal models (2024);3;Orientaciones_OMS;OMS;web;https://iris.who.int/server/api/core/bitstreams/e9e62c65-6045-481e-bd04-20e206bc5039/content;OK;1219926
113;113_OMS_Consideraciones_regulatorias_IA_salud_2023.pdf;OMS — Regulatory considerations on artificial intelligence for health (2023);3;Orientaciones_OMS;OMS;web;https://iris.who.int/server/api/core/bitstreams/ad62580f-540f-4e36-b957-e7f2946ae1fb/content;OK;771961
114;114_OMS_Estrategia_global_salud_digital_2020_2025.pdf;OMS — Global strategy on digital health 2020-2025;3;Orientaciones_OMS;OMS;web;https://iris.who.int/server/api/core/bitstreams/1f4d4a08-b20d-4c36-9148-a59429ac3477/content;OK;3774976
115;115_FDA_Plan_accion_IA_ML_SaMD_2021.pdf;FDA — AI/ML-Based Software as a Medical Device Action Plan (2021);3;Regulacion_EEUU;FDA;web;https://www.fda.gov/media/145022/download;OK;764505
116;116_FDA_Buenas_practicas_ML_GMLP_2021.pdf;FDA/Health Canada/MHRA — Good Machine Learning Practice guiding principles (2021);3;Regulacion_EEUU;FDA;web;https://www.fda.gov/media/153486/download;OK;450971
117;117_FDA_Guia_PCCP_dispositivos_IA.pdf;FDA — Predetermined Change Control Plans for AI-enabled device software functions;3;Regulacion_EEUU;FDA;web;https://www.fda.gov/media/166704/download;OK;666195
118;118_OCDE_Accion_colectiva_IA_responsable_salud_2024.pdf;OCDE — Collective action for responsible AI in health (2024);3;Orientaciones_OCDE;OCDE;web;https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/01/collective-action-for-responsible-ai-in-health_9a65136f/f2050177-en.pdf;OK;7135050
041;041_gpc_575_depresion_infancia_avaliat_compl_caduc.pdf;GPC 575 del SNS — Depresión mayor en la infancia y la adolescencia · caducada;1;Salud_mental;GuiaSalud;local;local:gpc_575_depresion_infancia_avaliat_compl_caduc.pdf;OK;2939046
042;042_gpc_584_merkel_compl.pdf;GPC 584 del SNS — Carcinoma de células de Merkel;1;Oncologia;GuiaSalud;local;local:gpc_584_merkel_compl.pdf;OK;452472
043;043_GPC_579_Guia_Adapta_Participacion_-Comunitaria.pdf;GPC 579 del SNS — Participación comunitaria en salud (Guía Adapta);1;Salud_publica;GuiaSalud;local;local:GPC_579_Guia_Adapta_Participacion_-Comunitaria.pdf;OK;276734
119;119_NEXORA_Salud_Protocolo_Uso_IA_Clinica_v2.1.pdf;NEXORA Salud — Protocolo de uso de IA en la práctica clínica (v2.1) [FICTICIO];4;Interno_NEXORA;NEXORA Salud;local;local:NEXORA_Salud_Protocolo_Uso_IA_Clinica_v2.1.pdf;OK;5405
120;120_NEXORA_Salud_Politica_Vigencia_Guias_Clinicas.pdf;NEXORA Salud — Política de vigencia de guías y protocolos clínicos [FICTICIO];4;Interno_NEXORA;NEXORA Salud;local;local:NEXORA_Salud_Politica_Vigencia_Guias_Clinicas.pdf;OK;4100
121;121_NEXORA_Salud_Procedimiento_Validacion_Local_Modelos.pdf;NEXORA Salud — Procedimiento de validación local de modelos predictivos [FICTICIO];4;Interno_NEXORA;NEXORA Salud;local;local:NEXORA_Salud_Procedimiento_Validacion_Local_Modelos.pdf;OK;4827
122;122_NEXORA_Salud_Protocolo_Interno_Diabetes_2024.pdf;NEXORA Salud — Protocolo interno de control de la diabetes en consultas (2024) [FICTICIO];4;Interno_NEXORA;NEXORA Salud;local;local:NEXORA_Salud_Protocolo_Interno_Diabetes_2024.pdf;OK;3535
